2020-11-12 15:36:18,156 [INFOR] MainProcess(5192):MainThread(13072) | main.InfoScan:28 - 当前域名:ichunqiu.com
2020-11-12 15:58:09,970 [INFOR] MainProcess(18328):MainThread(17708) | common.print_try:77 - cesuyun查询完成,共0个域名
2020-11-12 15:58:09,984 [ALERT] MainProcess(18328):MainThread(17708) | common.Baocun:194 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'tableichunqiu_com' at line 1")
2020-11-12 15:58:09,986 [INFOR] MainProcess(18328):MainThread(17708) | common.Baocun:195 - 数据库ichunqiu_com创建成功
2020-11-12 15:58:10,075 [INFOR] MainProcess(18328):MainThread(17708) | common.Baocun:207 - 子域名写入ichunqiu_com数据库成功
2020-11-12 15:58:10,077 [INFOR] MainProcess(18328):MainThread(17708) | common.print_try:77 - 共收集116个子域名

2020-11-12 15:58:10,078 [INFOR] MainProcess(18328):MainThread(17708) | cunhuo.run:19 - 开始进行url存活探测!
2020-11-12 15:58:10,079 [INFOR] MainProcess(18328):MainThread(17708) | cunhuo.run:20 - 请等待
2020-11-12 15:58:48,835 [INFOR] MainProcess(18328):MainThread(17708) | common.print_try:77 - 存活探测完成,发现26个存活URL
2020-11-12 15:58:48,852 [INFOR] MainProcess(18328):MainThread(17708) | common.Baocun_Cunhuo_url:230 - 存活url写入ichunqiu_com数据库成功

2020-11-12 15:58:52,564 [INFOR] MainProcess(17736):MainThread(17564) | main.InfoScan:28 - 当前域名:ichunqiu.com
2020-11-12 15:58:52,565 [INFOR] MainProcess(17736):MainThread(17564) | crt.run:10 - [*]正在通过crt查询域名[*]
2020-11-12 15:58:54,055 [INFOR] MainProcess(17736):MainThread(17564) | common.print_try:77 - crt查询完成,共7个域名
2020-11-12 15:58:54,056 [INFOR] MainProcess(17736):MainThread(17564) | yumingco.run:10 - [*]正在通过yumingco查询域名[*]
2020-11-12 15:58:58,412 [INFOR] MainProcess(17736):MainThread(17564) | common.print_try:77 - yumingco查询完成,共28个域名
2020-11-12 15:58:58,414 [INFOR] MainProcess(17736):MainThread(17564) | ip138.run:10 - [*]正在通过ip138查询域名[*]
2020-11-12 15:58:59,070 [INFOR] MainProcess(17736):MainThread(17564) | common.print_try:77 - ip138查询完成,共56个域名
2020-11-12 15:58:59,070 [INFOR] MainProcess(17736):MainThread(17564) | hackertarget.run:9 - [*]正在通过hackertarget查询域名[*]
2020-11-12 15:59:01,553 [INFOR] MainProcess(17736):MainThread(17564) | common.print_try:77 - hackertarget查询完成,共41个域名
2020-11-12 15:59:01,554 [INFOR] MainProcess(17736):MainThread(17564) | virusTotal.run:10 - [*]正在通过virusTotal查询域名[*]
2020-11-12 15:59:04,037 [INFOR] MainProcess(17736):MainThread(17564) | common.print_try:77 - virusTotal查询完成,共42个域名
2020-11-12 15:59:04,038 [INFOR] MainProcess(17736):MainThread(17564) | cesuyun.run:9 - [*]正在通过cesuyun查询域名[*]
2020-11-12 15:59:56,671 [INFOR] MainProcess(17736):MainThread(17564) | common.print_try:77 - cesuyun查询完成,共0个域名
2020-11-12 15:59:56,692 [INFOR] MainProcess(17736):MainThread(17564) | common.Baocun:195 - 数据库ichunqiu_com创建成功
2020-11-12 15:59:56,777 [INFOR] MainProcess(17736):MainThread(17564) | common.Baocun:207 - 子域名写入ichunqiu_com数据库成功
2020-11-12 15:59:56,778 [INFOR] MainProcess(17736):MainThread(17564) | common.print_try:77 - 共收集132个子域名

2020-11-12 15:59:56,779 [INFOR] MainProcess(17736):MainThread(17564) | cunhuo.run:19 - 开始进行url存活探测!
2020-11-12 15:59:56,780 [INFOR] MainProcess(17736):MainThread(17564) | cunhuo.run:20 - 请等待
2020-11-12 16:00:22,231 [INFOR] MainProcess(17736):MainThread(17564) | common.print_try:77 - 存活探测完成,发现20个存活URL
2020-11-12 16:00:22,263 [INFOR] MainProcess(17736):MainThread(17564) | common.Baocun_Cunhuo_url:230 - 存活url写入ichunqiu_com数据库成功

